UNIPROT	PATH	PATHNAME
Q3U2A8	mmu00970	Aminoacyl-tRNA biosynthesis
Q3U2J5	mmu01100	Metabolic pathways
Q3U2J5	mmu00310	Lysine degradation
Q3U2P1	mmu04141	Protein processing in endoplasmic reticulum
Q3U2S4	mmu04622	RIG-I-like receptor signaling pathway
Q3U308	mmu04122	Sulfur relay system
Q3U435	mmu04928	Parathyroid hormone synthesis, secretion and action
Q3U4G3	mmu00514	Other types of O-glycan biosynthesis
Q3U4H6	mmu00513	Various types of N-glycan biosynthesis
Q3U4H6	mmu00511	Other glycan degradation
Q3U4H6	mmu01100	Metabolic pathways
Q3U5C7	mmu04310	Wnt signaling pathway
Q3U5Q7	mmu00240	Pyrimidine metabolism
Q3U5Q7	mmu01232	Nucleotide metabolism
Q3U5Q7	mmu01240	Biosynthesis of cofactors
Q3U5Q7	mmu01100	Metabolic pathways
Q3U6Q4	mmu04151	PI3K-Akt signaling pathway
Q3U6Q4	mmu04072	Phospholipase D signaling pathway
Q3U6Q4	mmu05167	Kaposi sarcoma-associated herpesvirus infection
Q3U6Q4	mmu04062	Chemokine signaling pathway
Q3U6Q4	mmu05145	Toxoplasmosis
Q3U6Q4	mmu04261	Adrenergic signaling in cardiomyocytes
Q3U6Q4	mmu04921	Oxytocin signaling pathway
Q3U6Q4	mmu04725	Cholinergic synapse
Q3U6Q4	mmu04022	cGMP-PKG signaling pathway
Q3U6Q4	mmu04371	Apelin signaling pathway
Q3U6Q4	mmu04611	Platelet activation
Q3U821	mmu03008	Ribosome biogenesis in eukaryotes
Q3U8K7	mmu01100	Metabolic pathways
Q3U8K7	mmu00310	Lysine degradation
Q3U962	mmu04974	Protein digestion and absorption
Q3U962	mmu04820	Cytoskeleton in muscle cells
Q3U9G9	mmu04820	Cytoskeleton in muscle cells
Q3U9G9	mmu00100	Steroid biosynthesis
Q3U9G9	mmu01100	Metabolic pathways
Q3U9N9	mmu04919	Thyroid hormone signaling pathway
Q3U9N9	mmu04974	Protein digestion and absorption
Q3UA06	mmu04110	Cell cycle
Q3UCQ1	mmu03083	Polycomb repressive complex
Q3UDP0	mmu05014	Amyotrophic lateral sclerosis
Q3UDP0	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3UDP0	mmu04140	Autophagy - animal
Q3UDW8	mmu01100	Metabolic pathways
Q3UDW8	mmu04142	Lysosome
Q3UDW8	mmu00531	Glycosaminoglycan degradation
Q3UE37	mmu04120	Ubiquitin mediated proteolysis
Q3UEB3	mmu03040	Spliceosome
Q3UEG6	mmu00280	Valine, leucine and isoleucine degradation
Q3UEG6	mmu01100	Metabolic pathways
Q3UEG6	mmu00260	Glycine, serine and threonine metabolism
Q3UEG6	mmu00250	Alanine, aspartate and glutamate metabolism
Q3UEG6	mmu00270	Cysteine and methionine metabolism
Q3UEG6	mmu01210	2-Oxocarboxylic acid metabolism
Q3UEI1	mmu01100	Metabolic pathways
Q3UEI1	mmu00230	Purine metabolism
Q3UEI1	mmu04024	cAMP signaling pathway
Q3UEI1	mmu04928	Parathyroid hormone synthesis, secretion and action
Q3UEI1	mmu05032	Morphine addiction
Q3UFB7	mmu04750	Inflammatory mediator regulation of TRP channels
Q3UFB7	mmu05230	Central carbon metabolism in cancer
Q3UFB7	mmu04014	Ras signaling pathway
Q3UFB7	mmu04020	Calcium signaling pathway
Q3UFB7	mmu05216	Thyroid cancer
Q3UFB7	mmu04010	MAPK signaling pathway
Q3UFB7	mmu05200	Pathways in cancer
Q3UFB7	mmu04722	Neurotrophin signaling pathway
Q3UFB7	mmu04210	Apoptosis
Q3UFB7	mmu05202	Transcriptional misregulation in cancer
Q3UFB7	mmu04151	PI3K-Akt signaling pathway
Q3UFK8	mmu04668	TNF signaling pathway
Q3UFY7	mmu00240	Pyrimidine metabolism
Q3UFY7	mmu01232	Nucleotide metabolism
Q3UFY7	mmu01100	Metabolic pathways
Q3UG20	mmu01100	Metabolic pathways
Q3UG20	mmu00310	Lysine degradation
Q3UGP8	mmu00510	N-Glycan biosynthesis
Q3UGP8	mmu01100	Metabolic pathways
Q3UGX3	mmu00250	Alanine, aspartate and glutamate metabolism
Q3UGX3	mmu01100	Metabolic pathways
Q3UH66	mmu04928	Parathyroid hormone synthesis, secretion and action
Q3UHA3	mmu05014	Amyotrophic lateral sclerosis
Q3UHA3	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3UHC7	mmu04668	TNF signaling pathway
Q3UHC7	mmu04210	Apoptosis
Q3UHD1	mmu04148	Efferocytosis
Q3UHD1	mmu04115	p53 signaling pathway
Q3UHD9	mmu04144	Endocytosis
Q3UHD9	mmu04068	FoxO signaling pathway
Q3UHH8	mmu00514	Other types of O-glycan biosynthesis
Q3UHK3	mmu04915	Estrogen signaling pathway
Q3UHN9	mmu00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
Q3UHN9	mmu01100	Metabolic pathways
Q3UHZ5	mmu04820	Cytoskeleton in muscle cells
Q3UI43	mmu03440	Homologous recombination
Q3UIA2	mmu04530	Tight junction
Q3UIR3	mmu04330	Notch signaling pathway
Q3UIU2	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q3UIU2	mmu00190	Oxidative phosphorylation
Q3UIU2	mmu05012	Parkinson disease
Q3UIU2	mmu04714	Thermogenesis
Q3UIU2	mmu05020	Prion disease
Q3UIU2	mmu04723	Retrograde endocannabinoid signaling
Q3UIU2	mmu05010	Alzheimer disease
Q3UIU2	mmu05014	Amyotrophic lateral sclerosis
Q3UIU2	mmu04932	Non-alcoholic fatty liver disease
Q3UIU2	mmu05415	Diabetic cardiomyopathy
Q3UIU2	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3UIU2	mmu05016	Huntington disease
Q3UIU2	mmu01100	Metabolic pathways
Q3UIZ8	mmu04371	Apelin signaling pathway
Q3UIZ8	mmu04510	Focal adhesion
Q3UIZ8	mmu04020	Calcium signaling pathway
Q3UIZ8	mmu04270	Vascular smooth muscle contraction
Q3UIZ8	mmu04971	Gastric acid secretion
Q3UIZ8	mmu04022	cGMP-PKG signaling pathway
Q3UIZ8	mmu04921	Oxytocin signaling pathway
Q3UIZ8	mmu04611	Platelet activation
Q3UIZ8	mmu04810	Regulation of actin cytoskeleton
Q3UJB0	mmu03040	Spliceosome
Q3UJB9	mmu03018	RNA degradation
Q3UK78	mmu03083	Polycomb repressive complex
Q3UK78	mmu04550	Signaling pathways regulating pluripotency of stem cells
Q3UKC1	mmu04137	Mitophagy - animal
Q3UKC1	mmu04140	Autophagy - animal
Q3UKU1	mmu03250	Viral life cycle - HIV-1
Q3ULA2	mmu04390	Hippo signaling pathway
Q3ULA2	mmu04710	Circadian rhythm
Q3ULA2	mmu04114	Oocyte meiosis
Q3ULA2	mmu04120	Ubiquitin mediated proteolysis
Q3ULA2	mmu05170	Human immunodeficiency virus 1 infection
Q3ULA2	mmu04218	Cellular senescence
Q3ULA2	mmu04340	Hedgehog signaling pathway
Q3ULA2	mmu04310	Wnt signaling pathway
Q3ULB5	mmu04510	Focal adhesion
Q3ULB5	mmu04810	Regulation of actin cytoskeleton
Q3ULB5	mmu04660	T cell receptor signaling pathway
Q3ULB5	mmu04012	ErbB signaling pathway
Q3ULB5	mmu04360	Axon guidance
Q3ULB5	mmu05211	Renal cell carcinoma
Q3ULB5	mmu05170	Human immunodeficiency virus 1 infection
Q3ULB5	mmu04014	Ras signaling pathway
Q3ULD5	mmu00280	Valine, leucine and isoleucine degradation
Q3ULD5	mmu01100	Metabolic pathways
Q3ULJ0	mmu00564	Glycerophospholipid metabolism
Q3ULW8	mmu04210	Apoptosis
Q3ULW8	mmu03410	Base excision repair
Q3UM18	mmu03008	Ribosome biogenesis in eukaryotes
Q3UMB5	mmu05014	Amyotrophic lateral sclerosis
Q3UMB5	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3UMB5	mmu04140	Autophagy - animal
Q3UMB9	mmu04144	Endocytosis
Q3UMC0	mmu03008	Ribosome biogenesis in eukaryotes
Q3UMR5	mmu04621	NOD-like receptor signaling pathway
Q3UMR5	mmu05012	Parkinson disease
Q3UMR5	mmu04020	Calcium signaling pathway
Q3UMR5	mmu05020	Prion disease
Q3UMR5	mmu05014	Amyotrophic lateral sclerosis
Q3UMR5	mmu05017	Spinocerebellar ataxia
Q3UMR5	mmu04218	Cellular senescence
Q3UMR5	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3UMR5	mmu05010	Alzheimer disease
Q3UMT1	mmu05205	Proteoglycans in cancer
Q3UMT1	mmu04510	Focal adhesion
Q3UMT1	mmu04921	Oxytocin signaling pathway
Q3UMT1	mmu04810	Regulation of actin cytoskeleton
Q3UMT1	mmu04270	Vascular smooth muscle contraction
Q3UMW7	mmu04010	MAPK signaling pathway
Q3UMW7	mmu04370	VEGF signaling pathway
Q3UMW8	mmu04142	Lysosome
Q3UMY5	mmu05200	Pathways in cancer
Q3UMY5	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
Q3UMY5	mmu05223	Non-small cell lung cancer
Q3UMZ3	mmu00561	Glycerolipid metabolism
Q3UMZ3	mmu00564	Glycerophospholipid metabolism
Q3UN02	mmu00564	Glycerophospholipid metabolism
Q3UN02	mmu01100	Metabolic pathways
Q3UN02	mmu00561	Glycerolipid metabolism
Q3UN04	mmu04137	Mitophagy - animal
Q3UNA4	mmu03008	Ribosome biogenesis in eukaryotes
Q3UNA4	mmu05164	Influenza A
Q3UNA4	mmu05014	Amyotrophic lateral sclerosis
Q3UNA4	mmu03015	mRNA surveillance pathway
Q3UNA4	mmu03013	Nucleocytoplasmic transport
Q3UND0	mmu05135	Yersinia infection
Q3UNX5	mmu00650	Butanoate metabolism
Q3UNX5	mmu01100	Metabolic pathways
Q3UP24	mmu05134	Legionellosis
Q3UP24	mmu05132	Salmonella infection
Q3UP24	mmu04621	NOD-like receptor signaling pathway
Q3UP24	mmu05135	Yersinia infection
Q3UP87	mmu04613	Neutrophil extracellular trap formation
Q3UP87	mmu05322	Systemic lupus erythematosus
Q3UP87	mmu05202	Transcriptional misregulation in cancer
Q3UPE3	mmu03460	Fanconi anemia pathway
Q3UPL0	mmu04141	Protein processing in endoplasmic reticulum
Q3UQ44	mmu04810	Regulation of actin cytoskeleton
Q3UQ84	mmu00970	Aminoacyl-tRNA biosynthesis
Q3UQU0	mmu03082	ATP-dependent chromatin remodeling
Q3UR32	mmu04020	Calcium signaling pathway
Q3UR32	mmu04080	Neuroactive ligand-receptor interaction
Q3UR32	mmu04742	Taste transduction
Q3UR70	mmu04148	Efferocytosis
Q3URE1	mmu01212	Fatty acid metabolism
Q3URE1	mmu00280	Valine, leucine and isoleucine degradation
Q3URE1	mmu01100	Metabolic pathways
Q3URE1	mmu00061	Fatty acid biosynthesis
Q3URQ0	mmu03083	Polycomb repressive complex
Q3USB7	mmu04727	GABAergic synapse
Q3USF0	mmu00512	Mucin type O-glycan biosynthesis
Q3USF0	mmu01100	Metabolic pathways
Q3UTA9	mmu04066	HIF-1 signaling pathway
Q3UTA9	mmu04151	PI3K-Akt signaling pathway
Q3UTA9	mmu01521	EGFR tyrosine kinase inhibitor resistance
Q3UTA9	mmu04211	Longevity regulating pathway
Q3UTA9	mmu04910	Insulin signaling pathway
Q3UTA9	mmu04150	mTOR signaling pathway
Q3UTY6	mmu04350	TGF-beta signaling pathway
Q3UUI3	mmu00062	Fatty acid elongation
Q3UUI3	mmu01100	Metabolic pathways
Q3UUI3	mmu04151	PI3K-Akt signaling pathway
Q3UUJ4	mmu04150	mTOR signaling pathway
Q3UUJ4	mmu04152	AMPK signaling pathway
Q3UUQ7	mmu01100	Metabolic pathways
Q3UUQ7	mmu00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Q3UUV5	mmu04015	Rap1 signaling pathway
Q3UV55	mmu04710	Circadian rhythm
Q3UV74	mmu04650	Natural killer cell mediated cytotoxicity
Q3UV74	mmu04145	Phagosome
Q3UV74	mmu04613	Neutrophil extracellular trap formation
Q3UV74	mmu05146	Amoebiasis
Q3UV74	mmu04610	Complement and coagulation cascades
Q3UV74	mmu05166	Human T-cell leukemia virus 1 infection
Q3UV74	mmu05144	Malaria
Q3UV74	mmu05140	Leishmaniasis
Q3UV74	mmu05416	Viral myocarditis
Q3UV74	mmu05150	Staphylococcus aureus infection
Q3UV74	mmu04390	Hippo signaling pathway
Q3UV74	mmu05152	Tuberculosis
Q3UV74	mmu04514	Cell adhesion molecules
Q3UV74	mmu05323	Rheumatoid arthritis
Q3UV74	mmu04810	Regulation of actin cytoskeleton
Q3UV74	mmu04670	Leukocyte transendothelial migration
Q3UV74	mmu04015	Rap1 signaling pathway
Q3UV74	mmu05133	Pertussis
Q3UV74	mmu05134	Legionellosis
Q3UVC0	mmu04014	Ras signaling pathway
Q3UVD5	mmu04310	Wnt signaling pathway
Q3UVX5	mmu04724	Glutamatergic synapse
Q3UVX5	mmu04080	Neuroactive ligand-receptor interaction
Q3UVX5	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3UVX5	mmu04723	Retrograde endocannabinoid signaling
Q3UVX5	mmu04020	Calcium signaling pathway
Q3UVX5	mmu04540	Gap junction
Q3UVX5	mmu05016	Huntington disease
Q3UVX5	mmu04072	Phospholipase D signaling pathway
Q3UVX5	mmu04720	Long-term potentiation
Q3UVX5	mmu05010	Alzheimer disease
Q3UW12	mmu04024	cAMP signaling pathway
Q3UW12	mmu04740	Olfactory transduction
Q3UW31	mmu04080	Neuroactive ligand-receptor interaction
Q3UWA6	mmu01100	Metabolic pathways
Q3UWA6	mmu00230	Purine metabolism
Q3UX10	mmu04814	Motor proteins
Q3UX10	mmu05014	Amyotrophic lateral sclerosis
Q3UX10	mmu04530	Tight junction
Q3UX10	mmu05132	Salmonella infection
Q3UX10	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3UX10	mmu05016	Huntington disease
Q3UX10	mmu04210	Apoptosis
Q3UX10	mmu05020	Prion disease
Q3UX10	mmu05012	Parkinson disease
Q3UX10	mmu05010	Alzheimer disease
Q3UX10	mmu04540	Gap junction
Q3UX10	mmu04145	Phagosome
Q3UYH7	mmu04724	Glutamatergic synapse
Q3UYH7	mmu04062	Chemokine signaling pathway
Q3UYH7	mmu05032	Morphine addiction
Q3UYH7	mmu04144	Endocytosis
Q3UYH7	mmu04340	Hedgehog signaling pathway
Q3UYH7	mmu04740	Olfactory transduction
Q3UYV9	mmu05014	Amyotrophic lateral sclerosis
Q3UYV9	mmu03013	Nucleocytoplasmic transport
Q3UYV9	mmu03015	mRNA surveillance pathway
Q3UYV9	mmu03040	Spliceosome
Q3UZD5	mmu01100	Metabolic pathways
Q3UZD5	mmu00310	Lysine degradation
Q3UZP0	mmu04530	Tight junction
Q3UZP4	mmu04141	Protein processing in endoplasmic reticulum
Q3V016	mmu04218	Cellular senescence
Q3V080	mmu05168	Herpes simplex virus 1 infection
Q3V0Y1	mmu04922	Glucagon signaling pathway
Q3V132	mmu05020	Prion disease
Q3V132	mmu05022	Pathways of neurodegeneration - multiple diseases
Q3V132	mmu05012	Parkinson disease
Q3V132	mmu04022	cGMP-PKG signaling pathway
Q3V132	mmu04613	Neutrophil extracellular trap formation
Q3V132	mmu05164	Influenza A
Q3V132	mmu04217	Necroptosis
Q3V132	mmu05415	Diabetic cardiomyopathy
Q3V132	mmu05016	Huntington disease
Q3V132	mmu04218	Cellular senescence
Q3V132	mmu05166	Human T-cell leukemia virus 1 infection
Q3V132	mmu05010	Alzheimer disease
Q3V132	mmu04020	Calcium signaling pathway
Q3V132	mmu05017	Spinocerebellar ataxia
Q3V132	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q3V172	mmu04141	Protein processing in endoplasmic reticulum
Q3V1D3	mmu00230	Purine metabolism
Q3V1D3	mmu01232	Nucleotide metabolism
Q3V1D3	mmu01100	Metabolic pathways
Q3V1D3	mmu04820	Cytoskeleton in muscle cells
Q3V1F8	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q3V1F8	mmu05207	Chemical carcinogenesis - receptor activation
Q3V1H3	mmu00860	Porphyrin metabolism
Q3V1H3	mmu04978	Mineral absorption
Q3V1L4	mmu01100	Metabolic pathways
Q3V1L4	mmu00760	Nicotinate and nicotinamide metabolism
Q3V1L4	mmu01232	Nucleotide metabolism
Q3V1L4	mmu00240	Pyrimidine metabolism
Q3V1L4	mmu00230	Purine metabolism
Q3V1N9	mmu01100	Metabolic pathways
Q3V1N9	mmu00603	Glycosphingolipid biosynthesis - globo and isoglobo series
Q3V300	mmu04814	Motor proteins
Q3V300	mmu04914	Progesterone-mediated oocyte maturation
Q3V3I2	mmu04742	Taste transduction
Q3V3I2	mmu04973	Carbohydrate digestion and absorption
Q3V3R1	mmu01100	Metabolic pathways
Q3V3R1	mmu00670	One carbon pool by folate
Q3V3R1	mmu01240	Biosynthesis of cofactors
Q3V3R4	mmu04512	ECM-receptor interaction
Q3V3R4	mmu04510	Focal adhesion
Q3V3R4	mmu04151	PI3K-Akt signaling pathway
Q3V3R4	mmu05412	Arrhythmogenic right ventricular cardiomyopathy
Q3V3R4	mmu05165	Human papillomavirus infection
Q3V3R4	mmu04810	Regulation of actin cytoskeleton
Q3V3R4	mmu05414	Dilated cardiomyopathy
Q3V3R4	mmu04820	Cytoskeleton in muscle cells
Q3V3R4	mmu04640	Hematopoietic cell lineage
Q3V3R4	mmu05410	Hypertrophic cardiomyopathy
Q45HK4	mmu04650	Natural killer cell mediated cytotoxicity
Q45VK7	mmu05132	Salmonella infection
Q45VK7	mmu04962	Vasopressin-regulated water reabsorption
Q45VK7	mmu04814	Motor proteins
Q45VK7	mmu04145	Phagosome
Q45VN2	mmu04621	NOD-like receptor signaling pathway
Q45VN2	mmu04621	NOD-like receptor signaling pathway
Q45VN2	mmu05202	Transcriptional misregulation in cancer
Q45VN2	mmu05150	Staphylococcus aureus infection
Q45VN2	mmu05150	Staphylococcus aureus infection
Q45VN2	mmu05202	Transcriptional misregulation in cancer
Q497I4	mmu04915	Estrogen signaling pathway
Q497I4	mmu05150	Staphylococcus aureus infection
Q497J1	mmu01100	Metabolic pathways
Q497J1	mmu00565	Ether lipid metabolism
Q499X9	mmu00970	Aminoacyl-tRNA biosynthesis
Q499X9	mmu01100	Metabolic pathways
Q499X9	mmu00450	Selenocompound metabolism
Q4ACU6	mmu04724	Glutamatergic synapse
Q4FK66	mmu03040	Spliceosome
Q4FZC9	mmu04820	Cytoskeleton in muscle cells
Q4FZG9	mmu04723	Retrograde endocannabinoid signaling
Q4FZG9	mmu05012	Parkinson disease
Q4FZG9	mmu00190	Oxidative phosphorylation
Q4FZG9	mmu05010	Alzheimer disease
Q4FZG9	mmu05022	Pathways of neurodegeneration - multiple diseases
Q4FZG9	mmu04714	Thermogenesis
Q4FZG9	mmu05415	Diabetic cardiomyopathy
Q4FZG9	mmu05016	Huntington disease
Q4FZG9	mmu05014	Amyotrophic lateral sclerosis
Q4FZG9	mmu04932	Non-alcoholic fatty liver disease
Q4FZG9	mmu05208	Chemical carcinogenesis - reactive oxygen species
Q4FZG9	mmu05020	Prion disease
Q4FZG9	mmu01100	Metabolic pathways
Q4KUS2	mmu04721	Synaptic vesicle cycle
Q4KWH5	mmu01100	Metabolic pathways
Q4KWH5	mmu00562	Inositol phosphate metabolism
Q4LDD4	mmu04144	Endocytosis
Q4LDG0	mmu01100	Metabolic pathways
Q4LDG0	mmu03320	PPAR signaling pathway
Q4LDG0	mmu00120	Primary bile acid biosynthesis
Q4LDG0	mmu04976	Bile secretion
Q4LDG0	mmu04931	Insulin resistance
Q4LFA9	mmu04360	Axon guidance
Q4U2R1	mmu04120	Ubiquitin mediated proteolysis
Q4U4S6	mmu04820	Cytoskeleton in muscle cells
Q4VA53	mmu04110	Cell cycle
Q4VAA7	mmu05132	Salmonella infection
Q4VK74	mmu04630	JAK-STAT signaling pathway
Q4VK74	mmu04060	Cytokine-cytokine receptor interaction
Q504N0	mmu04974	Protein digestion and absorption
Q504N0	mmu04972	Pancreatic secretion
Q50L41	mmu00564	Glycerophospholipid metabolism
Q50L41	mmu04726	Serotonergic synapse
Q50L41	mmu04750	Inflammatory mediator regulation of TRP channels
Q50L41	mmu04666	Fc gamma R-mediated phagocytosis
Q50L41	mmu04664	Fc epsilon RI signaling pathway
Q50L41	mmu04912	GnRH signaling pathway
Q50L41	mmu04724	Glutamatergic synapse
Q50L41	mmu04730	Long-term depression
Q50L41	mmu01100	Metabolic pathways
Q50L41	mmu00590	Arachidonic acid metabolism
Q50L41	mmu00591	Linoleic acid metabolism
Q50L41	mmu04611	Platelet activation
Q50L41	mmu04913	Ovarian steroidogenesis
Q50L41	mmu04217	Necroptosis
Q50L41	mmu04014	Ras signaling pathway
Q50L41	mmu00592	alpha-Linolenic acid metabolism
Q50L41	mmu05231	Choline metabolism in cancer
Q50L41	mmu04921	Oxytocin signaling pathway
Q50L41	mmu04010	MAPK signaling pathway
Q50L41	mmu00565	Ether lipid metabolism
Q50L41	mmu04370	VEGF signaling pathway
Q50L41	mmu04270	Vascular smooth muscle contraction
Q50L41	mmu04072	Phospholipase D signaling pathway
Q50L42	mmu04370	VEGF signaling pathway
Q50L42	mmu05231	Choline metabolism in cancer
Q50L42	mmu00591	Linoleic acid metabolism
Q50L42	mmu00592	alpha-Linolenic acid metabolism
Q50L42	mmu04750	Inflammatory mediator regulation of TRP channels
Q50L42	mmu00564	Glycerophospholipid metabolism
Q50L42	mmu04270	Vascular smooth muscle contraction
Q50L42	mmu01100	Metabolic pathways
Q50L42	mmu04010	MAPK signaling pathway
Q50L42	mmu04913	Ovarian steroidogenesis
Q50L42	mmu00565	Ether lipid metabolism
Q50L42	mmu04666	Fc gamma R-mediated phagocytosis
Q50L42	mmu04014	Ras signaling pathway
Q50L42	mmu04217	Necroptosis
Q50L42	mmu04726	Serotonergic synapse
Q50L42	mmu04724	Glutamatergic synapse
Q50L42	mmu04912	GnRH signaling pathway
Q50L42	mmu04730	Long-term depression
Q50L42	mmu04072	Phospholipase D signaling pathway
Q50L42	mmu04664	Fc epsilon RI signaling pathway
Q50L42	mmu00590	Arachidonic acid metabolism
Q50L42	mmu04611	Platelet activation
Q50L42	mmu04921	Oxytocin signaling pathway
Q50L43	mmu04730	Long-term depression
Q50L43	mmu04370	VEGF signaling pathway
Q50L43	mmu04010	MAPK signaling pathway
Q50L43	mmu05231	Choline metabolism in cancer
Q50L43	mmu04014	Ras signaling pathway
Q50L43	mmu04724	Glutamatergic synapse
Q50L43	mmu04666	Fc gamma R-mediated phagocytosis
Q50L43	mmu04913	Ovarian steroidogenesis
Q50L43	mmu00592	alpha-Linolenic acid metabolism
Q50L43	mmu00565	Ether lipid metabolism
Q50L43	mmu00590	Arachidonic acid metabolism
Q50L43	mmu00591	Linoleic acid metabolism
Q50L43	mmu00564	Glycerophospholipid metabolism
Q50L43	mmu04072	Phospholipase D signaling pathway
Q50L43	mmu04912	GnRH signaling pathway
Q50L43	mmu04726	Serotonergic synapse
Q50L43	mmu04750	Inflammatory mediator regulation of TRP channels
Q50L43	mmu04921	Oxytocin signaling pathway
Q50L43	mmu04611	Platelet activation
Q50L43	mmu04664	Fc epsilon RI signaling pathway
Q50L43	mmu01100	Metabolic pathways
Q50L43	mmu04217	Necroptosis
Q50L43	mmu04270	Vascular smooth muscle contraction
Q52KG5	mmu04814	Motor proteins
Q52KI8	mmu03013	Nucleocytoplasmic transport
Q52KI8	mmu03015	mRNA surveillance pathway
Q52KR2	mmu04360	Axon guidance
Q569Z5	mmu03040	Spliceosome
Q56A04	mmu03460	Fanconi anemia pathway
Q570Y9	mmu04150	mTOR signaling pathway
Q570Y9	mmu04140	Autophagy - animal
Q571B6	mmu04530	Tight junction
Q571E4	mmu04142	Lysosome
Q571E4	mmu00531	Glycosaminoglycan degradation
Q571E4	mmu01100	Metabolic pathways
Q571F8	mmu01100	Metabolic pathways
Q571F8	mmu05230	Central carbon metabolism in cancer
Q571F8	mmu04727	GABAergic synapse
Q571F8	mmu04724	Glutamatergic synapse
Q571F8	mmu00470	D-Amino acid metabolism
Q571F8	mmu00220	Arginine biosynthesis
Q571F8	mmu00250	Alanine, aspartate and glutamate metabolism
Q571F8	mmu04964	Proximal tubule bicarbonate reclamation
Q571F8	mmu05206	MicroRNAs in cancer
Q571G4	mmu04218	Cellular senescence
Q571J5	mmu05168	Herpes simplex virus 1 infection
Q571K4	mmu04657	IL-17 signaling pathway
Q571K4	mmu05132	Salmonella infection
Q571K4	mmu04668	TNF signaling pathway
Q571K4	mmu04936	Alcoholic liver disease
Q571K4	mmu04064	NF-kappa B signaling pathway
Q571K4	mmu04621	NOD-like receptor signaling pathway
Q58NB6	mmu01100	Metabolic pathways
Q58NB6	mmu00830	Retinol metabolism
Q59J78	mmu04714	Thermogenesis
Q5BKQ4	mmu01100	Metabolic pathways
Q5BKQ4	mmu04972	Pancreatic secretion
Q5BKQ4	mmu04975	Fat digestion and absorption
Q5BKQ4	mmu00561	Glycerolipid metabolism
Q5BL07	mmu04146	Peroxisome
